artist,album,score,reviewer,url
Clue to Kalo,Come Here When You Sleepwalk,7,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/1520-come-here-when-you-sleepwalk/
Evolution Control Committee,Plagiarhythm Nation 2.0,3.2,Chris Ott,http://pitchfork.com/reviews/albums/2858-plagiarhythm-nation-20/
David Grubbs,Off-Road,6.8,Chris Dahlen,http://pitchfork.com/reviews/albums/3583-off-road-with-mats-gustafsson/
Sick Lipstick,Sting Sting Sting,7.8,David Raposa,http://pitchfork.com/reviews/albums/7705-sting-sting-sting/
Electric Turn to Me,Electric Turn to Me,3.7,Dominique Leone,http://pitchfork.com/reviews/albums/2737-electric-turn-to-me/
Gang Starr,The Ownerz,7.5,Scott Hreha,http://pitchfork.com/reviews/albums/3391-the-ownerz/
Jim Guthrie,A Thousand Songs,7.5,Amanda Petrusich,http://pitchfork.com/reviews/albums/3612-a-thousand-songs/
Michael Mayer,Speicher CD 1,7.5,Scott Plagenhoef,http://pitchfork.com/reviews/albums/5550-speicher-cd-1/
Tindersticks,Waiting for the Moon,8.3,Joe Tangari,http://pitchfork.com/reviews/albums/8071-waiting-for-the-moon/
Cardia,Cardia,5.6,Andrew Bryant,http://pitchfork.com/reviews/albums/1302-cardia/
The Dears,No Cities Left,6.8,Nitsuh Abebe,http://pitchfork.com/reviews/albums/2224-no-cities-left/
Nina Nastasia,Run to Ruin,8,Chris Dahlen,http://pitchfork.com/reviews/albums/5712-run-to-ruin/
+/-,Holding Patterns EP,7.5,Matt LeMay,http://pitchfork.com/reviews/albums/6355-holding-patterns-ep/
Sack und Blumm,Kind Kind,7.4,Andy Beta,http://pitchfork.com/reviews/albums/6960-kind-kind/
Ekkehard Ehlers,Politik Braucht Neinen Feind,6.9,Andy Beta,http://pitchfork.com/reviews/albums/2690-politik-braucht-neinen-feind/
Jim Black,Arcanum Moderne,8,Dominique Leone,http://pitchfork.com/reviews/albums/2832-arcanum-moderne-with-andrea-parkins-and-jim-black/
The Fire Show,Saint the Fire Show,8.7,Joe Tangari,http://pitchfork.com/reviews/albums/3060-saint-the-fire-show/
Manual,Ascend,8.5,Paul Cooper,http://pitchfork.com/reviews/albums/5096-ascend/
Cinerama,Torino,8,William Bowers,http://pitchfork.com/reviews/albums/1471-torino/
Flim,Given You Nothing,8.1,Mark Richard-San,http://pitchfork.com/reviews/albums/3101-given-you-nothing/
The Reverend Horton Heat,Lucky 7,5.8,Dominique Leone,http://pitchfork.com/reviews/albums/6773-lucky-7/
Dntel,(This Is) The Dream of Evan and Chan EP,7,Paul Cooper,http://pitchfork.com/reviews/albums/2396-this-is-the-dream-of-evan-and-chan-ep/
The Fucking Champs,V,8.1,Dominique Leone,http://pitchfork.com/reviews/albums/3238-v/
North of America,The Sepultura EP,6.9,Joe Tangari,http://pitchfork.com/reviews/albums/5839-the-sepultura-ep/
Jah Wobble,Solaris: Live in Concert,8.3,Paul Cooper,http://pitchfork.com/reviews/albums/8722-solaris-live-in-concert/
Acid Mothers Temple,In C,8.2,Mark Richard-San,http://pitchfork.com/reviews/albums/21-in-c/
Clem Snide,Soft Spot,2.9,William Bowers,http://pitchfork.com/reviews/albums/1499-soft-spot/
Gold Chains,Young Miss America,6.7,Dominique Leone,http://pitchfork.com/reviews/albums/3496-young-miss-america/
Sin Ropas,Trickboxes on the Pony Line,8.6,Amanda Petrusich,http://pitchfork.com/reviews/albums/7176-trickboxes-on-the-pony-line/
The Starvations,Get Well Soon,7.6,Brandon Stosuy,http://pitchfork.com/reviews/albums/7483-get-well-soon/
Cass McCombs,A,7.7,Michael Idov,http://pitchfork.com/reviews/albums/5178-a/
Gorky's Zygotic Mynci,20: Singles and EPs '94-'96,7.8,Scott Plagenhoef,http://pitchfork.com/reviews/albums/3530-20-singles-and-eps-94-96/
The Mars Volta,De-Loused in the Comatorium,4.9,Brent DiCrescenzo,http://pitchfork.com/reviews/albums/5117-de-loused-in-the-comatorium/
Mono,One Step More and You Die,7,Mark Richardson,http://pitchfork.com/reviews/albums/5403-one-step-more-and-you-die/
Paradise Island,Lines Are Infinitely Fine,5.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/6163-lines-are-infinitely-fine/
Sunn O))),White1,7.5,Andrew Bryant,http://pitchfork.com/reviews/albums/7577-white1/
Deftones,Deftones,4.7,Andrew Bryant,http://pitchfork.com/reviews/albums/2260-deftones/
Earlimart,Everyone Down Here,8.5,Michael Idov,http://pitchfork.com/reviews/albums/2652-everyone-down-here/
Ed Harcourt,From Every Sphere,5.8,Amanda Petrusich,http://pitchfork.com/reviews/albums/3740-from-every-sphere/
kpt.michi.gan,"Player, Player",8.1,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/4525-player-player/
Molasses,A Slow Messe,2.7,Andrew Bryant,http://pitchfork.com/reviews/albums/5380-a-slow-messe/
Dean & Britta,L'Avventura,7.6,Rob Mitchum,http://pitchfork.com/reviews/albums/8584-lavventura-with-britta-phillips/
Cerberus Shoal,'...And Farewell to Hightide/Lighthouse in Athens' and 'Elements of Structure/Permanence',7.9,Chris Dahlen,http://pitchfork.com/reviews/albums/1384-and-farewell-to-hightidelighthouse-in-athens-and-elements-of-structurepermanence/
Echoboy,Giraffe,4.7,Michael Idov,http://pitchfork.com/reviews/albums/2679-giraffe/
Liz Phair,Liz Phair,0,Matt LeMay,http://pitchfork.com/reviews/albums/6255-liz-phair/
Ekkehard Ehlers,Heroin,8.6,Mark Richardson,http://pitchfork.com/reviews/albums/5149-heroin-with-ekkehard-ehlers/
Swearing at Motorists,This Flag Signals Goodbye,7.4,William Bowers,http://pitchfork.com/reviews/albums/7650-this-flag-signals-goodbye/
The Books,Thought for Food,9,Mark Richard-San,http://pitchfork.com/reviews/albums/854-thought-for-food/
Mark Borthwick,Helene,4,Brad Haywood,http://pitchfork.com/reviews/albums/872-helene/
Casiotone for the Painfully Alone,Pocket Symphonies for Lonesome Subway Cars,6.5,Rob Mitchum,http://pitchfork.com/reviews/albums/1337-pocket-symphonies-for-lonesome-subway-cars/
Radar Bros.,And the Surrounding Mountains,8.1,Jason Nickey,http://pitchfork.com/reviews/albums/6644-and-the-surrounding-mountains/
Mary Timony,The Golden Dove,7.1,Alison Fields,http://pitchfork.com/reviews/albums/8066-the-golden-dove/
Division of Laura Lee,Black City,6.7,Eric Carr,http://pitchfork.com/reviews/albums/2343-black-city/
Geeez'n'Gosh,Nobody Knows,7.8,Paul Cooper,http://pitchfork.com/reviews/albums/3414-nobody-knows/
New Radiant Storm King,Winter's Kill,7,Jason Nickey,http://pitchfork.com/reviews/albums/5774-winters-kill/
Archer Prewitt,Three,7.3,Rob Mitchum,http://pitchfork.com/reviews/albums/6468-three/
Mice Parade,All Roads Lead to Salzburg,7.8,Mark Richard-San,http://pitchfork.com/reviews/albums/5259-all-roads-lead-to-salzburg/
Non Phixion,The Future Is Now,4.6,Sam Chennault,http://pitchfork.com/reviews/albums/5831-the-future-is-now/
Little Wings,Light Green Leaves,4.9,Kevin Adickes,http://pitchfork.com/reviews/albums/4817-light-green-leaves/
Quix*o*tic,Mortal Mirror,3.6,Eric Carr,http://pitchfork.com/reviews/albums/6598-mortal-mirror/
Craig Armstrong,As If to Nothing,2.2,Paul Cooper,http://pitchfork.com/reviews/albums/292-as-if-to-nothing/
Liars,They Threw Us All in a Trench and Stuck a Monument on Top,8.1,Chris Dahlen,http://pitchfork.com/reviews/albums/4764-they-threw-us-all-in-a-trench-and-stuck-a-monument-on-top/
Poulain,With Fingers Crossed EP,5.8,Joe Tangari,http://pitchfork.com/reviews/albums/6441-with-fingers-crossed-ep/
Caitlin Cary,I'm Staying Out,7,Amanda Petrusich,http://pitchfork.com/reviews/albums/1321-im-staying-out/
The Locust,Plague Soundscapes,8.3,Brandon Stosuy,http://pitchfork.com/reviews/albums/4822-plague-soundscapes/
Mayday,I Know Your Troubles Been Long,7.3,Joe Tangari,http://pitchfork.com/reviews/albums/5162-i-know-your-troubles-been-long/
Mindflayer,Take Your Skin Off,7,Dominique Leone,http://pitchfork.com/reviews/albums/5543-take-your-skin-off/
Metallica,St. Anger,0.8,Brent DiCrescenzo,http://pitchfork.com/reviews/albums/5250-st-anger/
Air,City Reading,4.4,Mark Richardson,http://pitchfork.com/reviews/albums/79-city-reading/
Bill Hicks,"Flying Saucer Tour, Vol. 1",7.9,Isaiah Violante,http://pitchfork.com/reviews/albums/11753-flying-saucer-tour-vol-1-love-laughter-and-truth/
The Russian Futurists,Let's Get Ready to Crumble,8.6,Nitsuh Abebe,http://pitchfork.com/reviews/albums/6879-lets-get-ready-to-crumble/
Worms,Pelican Songs,6,Andy Beta,http://pitchfork.com/reviews/albums/8739-pelican-songs/
Xela,For Frosty Mornings and Summer Nights,7.2,Mark Martelli,http://pitchfork.com/reviews/albums/8818-for-frosty-mornings-and-summer-nights/
Nad Navillus,Show Your Face,7,Brad Haywood,http://pitchfork.com/reviews/albums/5727-show-your-face/
They Might Be Giants,No!,7,William Bowers,http://pitchfork.com/reviews/albums/7995-no/
Tuatara,Cinemathique,3,Jason Nickey,http://pitchfork.com/reviews/albums/8180-cinemathique/
Dirty Vegas,Dirty Vegas,4.4,Eric Carr,http://pitchfork.com/reviews/albums/2333-dirty-vegas/
Monster Movie,Last Night Something Happened,7.8,Christopher Dare,http://pitchfork.com/reviews/albums/5409-last-night-something-happened/
Atmosphere,God Loves Ugly,5.7,Sam Chennault,http://pitchfork.com/reviews/albums/341-god-loves-ugly/
DJ Jester,River Walk Riots,7,Keith Brasel,http://pitchfork.com/reviews/albums/2362-river-walk-riots/
Pretty Girls Make Graves,Good Health,9.2,Kevin Adickes,http://pitchfork.com/reviews/albums/6465-good-health/
Andrew W.K.,I Get Wet,0.6,Ryan Schreiber,http://pitchfork.com/reviews/albums/184-i-get-wet/
Hot Snakes,Suicide Invoice,8.8,Eric Carr,http://pitchfork.com/reviews/albums/3930-suicide-invoice/
Twine,Recorder,8,Mark Richard-San,http://pitchfork.com/reviews/albums/8217-recorder/
Consonant,Consonant,8.2,Chris Dahlen,http://pitchfork.com/reviews/albums/1587-consonant/
Converge,Jane Doe,7.7,Christopher Dare,http://pitchfork.com/reviews/albums/1594-jane-doe/
Yeah Yeah Yeahs,Yeah Yeah Yeahs EP,7,Chris Dahlen,http://pitchfork.com/reviews/albums/8885-yeah-yeah-yeahs-ep/
Mong Hang,Mong Hang,6.6,Dominique Leone,http://pitchfork.com/reviews/albums/5396-mong-hang/
Mr. Lif,Emergency Rations EP,7.3,Sam Chennault,http://pitchfork.com/reviews/albums/5475-emergency-rations-ep/
The National Trust,Dekkagar,6.9,Joe Tangari,http://pitchfork.com/reviews/albums/5723-dekkagar/
Babu,Duck Season,7.1,Sam Chennault,http://pitchfork.com/reviews/albums/511-duck-season/
Faultline,Your Love Means Everything,8,Amanda Petrusich,http://pitchfork.com/reviews/albums/3014-your-love-means-everything/
Imitation Electric Piano,Trinity Neon,6.6,Dominique Leone,http://pitchfork.com/reviews/albums/4077-trinity-neon/
Led Zeppelin,How the West Was Won,8.8,Dominique Leone,http://pitchfork.com/reviews/albums/4707-how-the-west-was-won/
Pink Anvil,Halloween Party,3.1,Andrew Bryant,http://pitchfork.com/reviews/albums/6520-halloween-party/
The Von Bondies,Raw and Rare,7.7,Brandon Stosuy,http://pitchfork.com/reviews/albums/8490-raw-and-rare/
Sigur Rós,Sigur 1/Sigur 9 EP,7.1,Chris Dahlen,http://pitchfork.com/reviews/albums/11826-sigur-1sigur-9-ep/
Dump,A Grown-Ass Man,5.9,William Bowers,http://pitchfork.com/reviews/albums/2477-a-grown-ass-man/
Augustus Pablo,"In Fine Style: Original Rockers 7 and 12"" Selection 1973-1979""",7.9,Andy Beta,http://pitchfork.com/reviews/albums/6124-in-fine-style-original-rockers-7-and-12-selection-1973-1979/
The Robot Ate Me,They Ate Themselves,7.6,Nicholas B. Sylvester,http://pitchfork.com/reviews/albums/6804-they-ate-themselves/
Samus,Desengano,5.9,Dominique Leone,http://pitchfork.com/reviews/albums/6994-desengano/
Oren Ambarchi,Triste,7.8,Mark Richardson,http://pitchfork.com/reviews/albums/151-triste/
Devendra Banhart,The Black Babies EP,7.7,Joe Tangari,http://pitchfork.com/reviews/albums/547-the-black-babies-ep/
The Figgs,Slow Charm,4.8,Rob Mitchum,http://pitchfork.com/reviews/albums/3052-slow-charm/
Radiohead,Hail to the Thief,9.3,Chris Ott,http://pitchfork.com/reviews/albums/6658-hail-to-the-thief/
Tape,Opera,7.6,Andy Beta,http://pitchfork.com/reviews/albums/7937-opera/
Alpinestars,White Noise,2.9,Julianne Shepherd,http://pitchfork.com/reviews/albums/134-white-noise/
Black Lipstick,Converted Thieves,7.5,Nitsuh Abebe,http://pitchfork.com/reviews/albums/769-converted-thieves/
The Blithe Sons,We Walk the Young Earth,8.4,Brandon Stosuy,http://pitchfork.com/reviews/albums/801-we-walk-the-young-earth/
Dysrhythmia,Pretest,6.9,Andrew Bryant,http://pitchfork.com/reviews/albums/2503-pretest/
Grandaddy,Sumday,8.1,Amanda Petrusich,http://pitchfork.com/reviews/albums/3544-sumday/
Pere Ubu,St. Arkansas,8.5,Jason Nickey,http://pitchfork.com/reviews/albums/6230-st-arkansas/
Speedy J,Loudboxer,6.3,Paul Cooper,http://pitchfork.com/reviews/albums/7413-loudboxer/
David Sylvian,Camphor,6.6,Paul Cooper,http://pitchfork.com/reviews/albums/7683-camphor/
PANTHERS,Are You Down?,0.7,Rob Mitchum,http://pitchfork.com/reviews/albums/6151-are-you-down/
Silkworm,Italian Platinum,7.9,William Bowers,http://pitchfork.com/reviews/albums/7157-italian-platinum/
The Other People Place,Lifestyles of the Laptop Cafe,7.8,Mark Richard-San,http://pitchfork.com/reviews/albums/6055-lifestyles-of-the-laptop-cafe/
Jello Biafra,The Big Ka-Boom,5,Alison Fields,http://pitchfork.com/reviews/albums/687-the-big-ka-boom/
David Bowie,Heathen,7.8,Eric Carr,http://pitchfork.com/reviews/albums/882-heathen/
Mull Historical Society,Loss,6.1,Joe Tangari,http://pitchfork.com/reviews/albums/5499-loss/
1 Mile North,Minor Shadows,9,Chris Ott,http://pitchfork.com/reviews/albums/5993-minor-shadows/
Pleasure Forever,Alter,8.4,Amanda Petrusich,http://pitchfork.com/reviews/albums/6346-alter/
Califone,Deceleration Two,8,Joe Tangari,http://pitchfork.com/reviews/albums/1239-deceleration-two/
Dance Disaster Movement,We Are from Nowhere,6.5,Brandon Stosuy,http://pitchfork.com/reviews/albums/2160-we-are-from-nowhere/
Electric Six,Fire,4,Eric Carr,http://pitchfork.com/reviews/albums/2733-fire/
Zongamin,Zongamin,7.3,Andrew Bryant,http://pitchfork.com/reviews/albums/8933-zongamin/
Julie Doiron,Broken Girl,5,Julianne Shepherd,http://pitchfork.com/reviews/albums/2407-broken-girl/
Early Day Miners,Jefferson at Rest,4.7,Rob Mitchum,http://pitchfork.com/reviews/albums/2656-jefferson-at-rest/
Kathleen Edwards,Failer,7.5,Amanda Petrusich,http://pitchfork.com/reviews/albums/2684-failer/
Single Frame,Wetheads Come Running,8.5,Andrew Bryant,http://pitchfork.com/reviews/albums/7180-wetheads-come-running/
GoGoGo Airheart,"'GoGoGo Airheart' and 'Love My Life, Hate My Friends'",6,Eric Carr,http://pitchfork.com/reviews/albums/3491-gogogo-airheart-love-my-life-hate-my-friends/
Hackensaw Boys,Keep It Simple,7.7,Amanda Petrusich,http://pitchfork.com/reviews/albums/3699-keep-it-simple/
Neil Michael Hagerty,The Howling Hex,6.6,Scott Hreha,http://pitchfork.com/reviews/albums/3703-the-howling-hex/
Merzbow,"Ikebana: Merzbow's 'Amlux' Rebuilt, Reused and Recycled",7.8,Dominique Leone,http://pitchfork.com/reviews/albums/5246-ikebana-merzbows-amlux-rebuilt-reused-and-recycled/
Värttinä,Iki,8.3,Dominique Leone,http://pitchfork.com/reviews/albums/8516-iki/
Lilys,Precollection,7.7,Amanda Petrusich,http://pitchfork.com/reviews/albums/4798-precollection/
The Party of Helicopters,Please Believe It,6.5,Andrew Bryant,http://pitchfork.com/reviews/albums/6186-please-believe-it/
Stark Reality,Now,5.5,Dominique Leone,http://pitchfork.com/reviews/albums/7700-now/
Ex Models,Zoo Psychology,8.2,Julianne Shepherd,http://pitchfork.com/reviews/albums/2864-zoo-psychology/
Tami Hart,What Passed Between Us,8,Alison Fields,http://pitchfork.com/reviews/albums/3750-what-passed-between-us/
Kid606,The Action Packed Mentallist Brings You the Fucking Jams,7,David M. Pecoraro,http://pitchfork.com/reviews/albums/4409-the-action-packed-mentallist-brings-you-the-fucking-jams/
Liars Academy,No News Is Good News,0.6,Brad Haywood,http://pitchfork.com/reviews/albums/4768-no-news-is-good-news/
The Herbaliser,Something Wicked This Way Comes,7,Brad Haywood,http://pitchfork.com/reviews/albums/3831-something-wicked-this-way-comes/
Selby Tigers,The Curse of...,6.4,Rob Mitchum,http://pitchfork.com/reviews/albums/7064-the-curse-of/
Thursday,Full Collapse,5.6,Eric Carr,http://pitchfork.com/reviews/albums/8054-full-collapse/
Beachwood Sparks,Make The Cowboy Robots Cry EP,2.6,Will Bryant,http://pitchfork.com/reviews/albums/599-make-the-cowboy-robots-cry-ep/
Jim Black,Splay,7.5,Dominique Leone,http://pitchfork.com/reviews/albums/786-splay/
Central Falls,Latitude,5.3,Chris Dahlen,http://pitchfork.com/reviews/albums/1376-latitude/
Ash,Free All Angels,7.3,Joe Tangari,http://pitchfork.com/reviews/albums/309-free-all-angels/
Bill Frisell,The Willies,7,Chris Dahlen,http://pitchfork.com/reviews/albums/3208-the-willies/
Hrsta,L'eclat du Ciel Était Insoutenable,5.9,Kevin Adickes,http://pitchfork.com/reviews/albums/3944-leclat-du-ciel-etait-insoutenable/
The Get Up Kids,On a Wire,3.3,David M. Pecoraro,http://pitchfork.com/reviews/albums/3432-on-a-wire/
The Ghost,This Is a Hospital,8.1,Rob Mitchum,http://pitchfork.com/reviews/albums/3442-this-is-a-hospital/
Microwaves,System 2,8.4,Jason Nickey,http://pitchfork.com/reviews/albums/5274-system-2/
Fly Pan Am,Ceux Qui Inventent N'ont Jamais Vecu,6,Mark Richard-San,http://pitchfork.com/reviews/albums/3120-ceux-qui-inventent-nont-jamais-vecu/
Pullman,Viewfinder,5,Paul Cooper,http://pitchfork.com/reviews/albums/6505-viewfinder/
Ruins,1986-1992,7.3,Dominique Leone,http://pitchfork.com/reviews/albums/6871-1986-1992/
Charles Atlas,Felt Cover,6.4,Mark Richard-San,http://pitchfork.com/reviews/albums/1405-felt-cover/
Enon,High Society,8.8,Rob Mitchum,http://pitchfork.com/reviews/albums/2815-high-society/
Watchers,To The Rooftops,5.7,Eric Carr,http://pitchfork.com/reviews/albums/8759-to-the-rooftops/
Eels,Shootenanny!,2.8,Chris Dahlen,http://pitchfork.com/reviews/albums/2687-shootenanny/
Numbers,Death,6.9,William Bowers,http://pitchfork.com/reviews/albums/5865-death/
Sightings,Michigan Haters,8.8,Andrew Bryant,http://pitchfork.com/reviews/albums/7143-michigan-haters/
Sentridoh,Free Sentridoh: Tales from Loobiecore,5.5,Eric Carr,http://pitchfork.com/reviews/albums/7071-free-sentridoh-tales-from-loobiecore/
Whirlwind Heat,Do Rabbits Wonder?,2.7,Eric Carr,http://pitchfork.com/reviews/albums/8642-do-rabbits-wonder/
The Byrds,The Essential Byrds,8.4,Joe Tangari,http://pitchfork.com/reviews/albums/1058-the-essential-byrds/
Chromatics,Chrome Rats vs Basement Rutz,6,Andrew Bryant,http://pitchfork.com/reviews/albums/1456-chrome-rats-vs-basement-rutz/
Phill Niblock,Touch Food,8,Andy Beta,http://pitchfork.com/reviews/albums/5788-touch-food/
Spiritualized,"The Complete Works, Vol. 1",8.6,Chris Ott,http://pitchfork.com/reviews/albums/7421-the-complete-works-vol-1/
Maximilian Hecker,Infinite Love Songs,5.4,Paul Cooper,http://pitchfork.com/reviews/albums/3795-infinite-love-songs/
Matthew Herbert,Secondhand Sounds,9,Mark Richard-San,http://pitchfork.com/reviews/albums/3832-secondhand-sounds/
Lesser Birds of Paradise,It Isn't The Fall EP,5.5,David M. Pecoraro,http://pitchfork.com/reviews/albums/4756-it-isnt-the-fall-ep/
The Breeders,Title TK,7.4,Will Bryant,http://pitchfork.com/reviews/albums/923-title-tk/
Ed Harcourt,Here Be Monsters,4,Eric Carr,http://pitchfork.com/reviews/albums/3739-here-be-monsters/
Azure Ray,Burn and Shiver,6.8,Kevin Adickes,http://pitchfork.com/reviews/albums/399-burn-and-shiver/
Jim and Jennie and the Pinetops,One More in the Cabin,6.4,Jason Nickey,http://pitchfork.com/reviews/albums/4254-one-more-in-the-cabin/
Thrice,The Illusion of Safety,6,Brad Haywood,http://pitchfork.com/reviews/albums/8036-the-illusion-of-safety/
Blackalicious,Blazing Arrow,9.3,Chris Dahlen,http://pitchfork.com/reviews/albums/787-blazing-arrow/
